,Conference Rank,School,Conf,Overall Football Wins,Overall Football Losses,Overall Football Pct,Conference Football Wins,Conference Football Losses,Conference Footall Pct,Points Per Game,Points Per Game.1,SRS,SOS,AP FB Preseason Rank,AP FB High Rank,AP FB Final Rank,Notes,Year
23,23,Baylor,Big 12 (South),5,6,.455,2,6,.250,21.5,26.5,0.76,3.03,,,,,2005
24,24,Oklahoma State,Big 12 (South),4,7,.364,1,7,.125,20.2,31.3,-6.28,1.72,,,,,2005
25,25,West Virginia,Big East,11,1,.917,7,0,1.000,32.1,17.8,13.05,0.71,,5,5,,2005
26,26,Louisville,Big East,9,3,.750,5,2,.714,43.4,23.8,11.12,-0.63,12,9,19,,2005
27,27,Rutgers,Big East,7,5,.583,4,3,.571,28.7,25.6,1.30,-2.37,,,,,2005
28,28,South Florida,Big East,6,6,.500,4,3,.571,23.0,18.0,5.07,1.90,,,,,2005
29,29,Pitt,Big East,5,6,.455,4,3,.571,24.3,22.1,0.97,0.24,23,23,,,2005
30,30,Connecticut,Big East,5,6,.455,2,5,.286,24.7,19.2,-1.88,-2.51,,,,,2005
31,31,Cincinnati,Big East,4,7,.364,2,5,.286,17.5,31.4,-9.20,1.26,,,,,2005
32,32,Syracuse,Big East,1,10,.091,0,7,.000,13.8,26.8,-10.95,2.87,,,,record adjusted to 0-10-0 by NCAA,2005
33,33,Penn State,Big Ten,11,1,.917,7,1,.875,34.4,17.0,20.41,6.91,,3,3,,2005
34,34,Ohio State,Big Ten,10,2,.833,7,1,.875,32.7,15.3,22.97,8.89,6,4,4,,2005
35,35,Wisconsin,Big Ten,10,3,.769,5,3,.625,34.3,23.8,11.81,4.19,,14,15,,2005
36,36,Iowa,Big Ten,7,5,.583,5,3,.625,30.0,20.0,11.30,5.05,11,8,,,2005
37,37,Michigan,Big Ten,7,5,.583,5,3,.625,28.8,20.3,14.86,9.36,4,3,,,2005
38,38,Northwestern,Big Ten,7,5,.583,5,3,.625,32.3,33.9,9.27,8.44,,21,,,2005
39,39,Minnesota,Big Ten,7,5,.583,4,4,.500,35.8,29.0,11.31,6.81,,18,,,2005
40,40,Purdue,Big Ten,5,6,.455,3,5,.375,30.0,28.1,7.13,6.68,15,11,,,2005
41,41,Michigan State,Big Ten,5,6,.455,2,6,.250,33.8,28.7,8.32,6.32,,11,,,2005
42,42,Indiana,Big Ten,4,7,.364,1,7,.125,22.5,32.8,-3.50,4.68,,,,,2005
43,43,Illinois,Big Ten,2,9,.182,0,8,.000,17.0,39.5,-7.54,7.37,,,,,2005
44,44,UCF,CUSA (East),8,5,.615,7,1,.875,28.7,28.7,-3.60,-4.22,,,,,2005
45,45,Memphis,CUSA (East),7,5,.583,5,3,.625,27.2,23.0,-1.76,-4.34,,,,,2005
46,46,Southern Mississippi,CUSA (East),7,5,.583,5,3,.625,29.6,22.7,1.26,-4.49,,,,,2005
47,47,East Carolina,CUSA (East),5,6,.455,4,4,.500,24.3,28.8,-6.49,-2.86,,,,,2005
48,48,UAB,CUSA (East),5,6,.455,3,5,.375,27.9,24.0,-4.04,-6.77,,,,,2005
49,49,Marshall,CUSA (East),4,7,.364,3,5,.375,18.5,25.9,-9.86,-3.58,,,,,2005
50,50,Tulsa,CUSA (West),9,4,.692,6,2,.750,33.1,23.5,3.95,-3.20,,,,,2005
51,51,UTEP,CUSA (West),8,4,.667,5,3,.625,31.8,25.9,-2.45,-7.62,,24,,,2005
52,52,Houston,CUSA (West),6,6,.500,4,4,.500,28.1,27.0,-2.93,-3.85,,,,,2005
53,53,SMU,CUSA (West),5,6,.455,4,4,.500,20.8,25.5,-4.87,-3.50,,,,,2005
54,54,Tulane,CUSA (West),2,9,.182,1,7,.125,21.3,31.6,-15.82,-5.27,,,,,2005
55,55,Rice,CUSA (West),1,10,.091,1,7,.125,21.9,40.6,-15.03,0.16,,,,,2005
56,56,Notre Dame,Ind,9,3,.750,,,,36.7,24.5,17.46,6.13,,5,9,,2005
57,57,Navy,Ind,8,4,.667,,,,34.2,26.1,1.77,-5.31,,,,,2005
58,58,Army,Ind,4,7,.364,,,,20.0,26.7,-5.81,-0.90,,,,,2005
59,59,Temple,Ind,0,11,.000,,,,9.7,45.3,-17.06,5.12,,,,,2005
60,60,Akron,MAC (East),7,6,.538,5,3,.625,23.6,24.5,-5.50,-4.96,,,,,2005
61,61,Miami (OH),MAC (East),7,4,.636,5,3,.625,33.7,23.5,1.35,-6.11,,,,,2005
62,62,Bowling Green,MAC (East),6,5,.545,5,3,.625,33.8,27.6,-3.17,-6.07,,,,,2005
63,63,Ohio,MAC (East),4,7,.364,3,5,.375,17.5,30.5,-11.71,-1.89,,,,,2005
64,64,Buffalo,MAC (East),1,10,.091,1,7,.125,10.0,29.7,-21.29,-5.20,,,,,2005
65,65,Kent State,MAC (East),1,10,.091,0,8,.000,16.4,30.1,-17.23,-5.42,,,,,2005
66,66,Toledo,MAC (West),9,3,.750,6,2,.750,35.8,21.8,3.58,-7.25,,,,,2005
67,67,Northern Illinois,MAC (West),7,5,.583,6,2,.750,32.4,22.8,2.83,-3.26,,,,,2005
68,68,Western Michigan,MAC (West),7,4,.636,5,3,.625,32.2,31.1,-5.55,-7.37,,,,,2005
69,69,Central Michigan,MAC (West),6,5,.545,5,3,.625,23.6,23.6,-0.42,-1.69,,,,,2005
70,70,Ball State,MAC (West),4,7,.364,4,4,.500,21.2,37.8,-7.31,0.87,,,,,2005
71,71,Eastern Michigan,MAC (West),4,7,.364,3,5,.375,21.8,26.8,-7.42,-4.33,,,,,2005
72,72,Texas Christian,MWC,11,1,.917,8,0,1.000,33.2,18.6,11.21,-1.46,,11,11,,2005
73,73,BYU,MWC,6,6,.500,5,3,.625,33.0,29.3,1.58,0.17,,,,,2005
74,74,Colorado State,MWC,6,6,.500,5,3,.625,26.8,30.8,-2.76,0.16,,,,,2005
75,75,Utah,MWC,7,5,.583,4,4,.500,30.0,24.1,2.83,-2.08,,,,,2005
76,76,New Mexico,MWC,6,5,.545,4,4,.500,29.6,29.7,-2.51,-3.15,,,,,2005
77,77,San Diego State,MWC,5,7,.417,4,4,.500,26.9,27.1,-1.57,-0.15,,,,,2005
78,78,Air Force,MWC,4,7,.364,3,5,.375,30.0,31.7,-4.38,-1.65,,,,,2005
79,79,Wyoming,MWC,4,7,.364,2,6,.250,24.6,27.0,-4.88,-1.88,,,,,2005
80,80,Nevada-Las Vegas,MWC,2,9,.182,1,7,.125,18.8,34.6,-14.88,-3.88,,,,,2005
81,81,USC,Pac-10,12,1,.923,8,0,1.000,49.1,22.8,24.57,6.80,1,1,2,record adjusted to 0-1-0 by NCAA,2005
82,82,Oregon,Pac-10,10,2,.833,7,1,.875,34.5,23.2,13.13,3.05,,6,12,,2005
83,83,UCLA,Pac-10,10,2,.833,6,2,.750,39.1,34.2,11.22,3.81,,7,16,,2005
84,84,California,Pac-10,8,4,.667,4,4,.500,32.9,21.2,8.64,-0.03,19,10,25,,2005
85,85,Arizona State,Pac-10,7,5,.583,4,4,.500,36.8,29.9,9.63,4.63,20,14,,,2005
86,86,Stanford,Pac-10,5,6,.455,4,4,.500,24.5,30.6,1.19,6.19,,,,,2005
87,87,Oregon State,Pac-10,5,6,.455,3,5,.375,26.6,33.2,-0.87,3.31,,,,,2005
88,88,Arizona,Pac-10,3,8,.273,2,6,.250,22.9,26.4,0.11,5.01,,,,,2005
89,89,Washington State,Pac-10,4,7,.364,1,7,.125,33.5,31.5,1.60,1.88,,,,,2005
90,90,Washington,Pac-10,2,9,.182,1,7,.125,21.5,30.6,-3.11,5.61,,,,,2005
91,91,Georgia,SEC (East),10,3,.769,6,2,.750,29.5,16.4,13.75,3.36,13,4,10,,2005
92,92,Florida,SEC (East),9,3,.750,5,3,.625,28.6,18.8,12.32,3.82,10,5,12,,2005
93,93,South Carolina,SEC (East),7,5,.583,5,3,.625,23.7,23.3,5.24,3.74,,19,,,2005
94,94,Tennessee,SEC (East),5,6,.455,3,5,.375,18.6,18.6,4.25,4.80,3,3,,,2005
95,95,Vanderbilt,SEC (East),5,6,.455,3,5,.375,27.2,29.2,-0.75,0.71,,,,,2005
96,96,Kentucky,SEC (East),3,8,.273,2,6,.250,21.7,34.1,-9.06,2.03,,,,,2005
97,97,LSU,SEC (West),11,2,.846,7,1,.875,29.5,14.2,14.18,2.48,5,3,6,,2005
98,98,Auburn,SEC (West),9,3,.750,7,1,.875,32.2,15.5,13.63,1.54,16,7,14,,2005
99,99,Alabama,SEC (West),10,2,.833,6,2,.750,21.9,10.7,12.89,1.97,,4,8,record adjusted to 0-2-0 by NCAA,2005
100,100,Arkansas,SEC (West),4,7,.364,2,6,.250,25.7,24.6,3.44,3.16,,,,,2005
101,101,Mississippi State,SEC (West),3,8,.273,1,7,.125,13.9,23.5,-7.03,1.43,,,,,2005
102,102,Ole Miss,SEC (West),3,8,.273,1,7,.125,13.5,22.3,-7.48,0.52,,,,,2005
103,103,Louisiana,Sun Belt,6,5,.545,5,2,.714,26.0,27.6,-9.19,-10.10,,,,,2005
104,104,Arkansas State,Sun Belt,6,6,.500,5,2,.714,24.5,25.3,-12.80,-10.72,,,,record adjusted to 2-6-0 by NCAA,2005
105,105,Louisiana-Monroe,Sun Belt,5,6,.455,5,2,.714,21.7,30.8,-15.00,-9.73,,,,,2005
106,106,Florida International,Sun Belt,5,6,.455,3,4,.429,23.4,29.4,-14.88,-11.69,,,,,2005
107,107,Middle Tennessee State,Sun Belt,4,7,.364,3,4,.429,19.1,18.7,-9.89,-8.44,,,,,2005
108,108,Troy,Sun Belt,4,7,.364,3,4,.429,15.9,23.2,-16.70,-10.25,,,,,2005
109,109,Florida Atlantic,Sun Belt,2,9,.182,2,5,.286,13.5,30.8,-18.39,-6.85,,,,,2005
110,110,North Texas,Sun Belt,2,9,.182,2,5,.286,14.3,31.5,-18.23,-7.60,,,,,2005
111,111,Nevada,WAC,9,3,.750,7,1,.875,34.2,31.9,-5.21,-8.12,,,,,2005
112,112,Boise State,WAC,9,4,.692,7,1,.875,36.1,24.4,2.11,-6.36,18,18,,,2005
113,113,Louisiana Tech,WAC,7,4,.636,6,2,.750,28.7,25.5,-3.39,-7.30,,,,,2005
114,114,Fresno State,WAC,8,5,.615,6,2,.750,37.8,22.5,5.72,-4.82,24,16,,,2005
115,115,Hawaii,WAC,5,7,.417,4,4,.500,30.7,35.7,-5.61,-2.86,,,,,2005
116,116,San Jose State,WAC,3,8,.273,2,6,.250,22.5,32.5,-16.61,-8.61,,,,,2005
117,117,Utah State,WAC,3,8,.273,2,6,.250,18.9,32.7,-17.68,-5.87,,,,,2005
118,118,Idaho,WAC,2,9,.182,2,6,.250,22.1,38.1,-19.37,-7.28,,,,,2005
119,119,New Mexico State,WAC,0,12,.000,0,8,.000,16.5,38.8,-22.98,-4.15,,,,,2005
1,,,,,,,,,,,,,,,,,,2006
2,1,Wake Forest,ACC (Atlantic),11,3,.786,6,2,.750,21.6,15.4,7.95,1.10,,14,18,,2006
3,2,Boston College,ACC (Atlantic),10,3,.769,5,3,.625,26.0,15.7,9.96,0.58,,16,20,,2006
4,3,Maryland,ACC (Atlantic),9,4,.692,5,3,.625,21.8,21.8,2.70,1.01,,21,,,2006
5,4,Clemson,ACC (Atlantic),8,5,.615,5,3,.625,32.7,16.2,8.19,0.65,18,10,,,2006
6,5,Florida State,ACC (Atlantic),7,6,.538,3,5,.375,26.5,19.8,6.19,2.19,11,9,,record adjusted to 2-6-0 by NCAA,2006
7,6,North Carolina State,ACC (Atlantic),3,9,.250,2,6,.250,17.5,21.8,-4.11,0.64,,,,,2006
8,7,Georgia Tech,ACC (Coastal),9,5,.643,7,1,.875,24.9,18.4,6.50,1.64,,13,,,2006
9,8,Virginia Tech,ACC (Coastal),10,3,.769,6,2,.750,25.8,11.0,12.47,0.16,17,11,19,,2006
10,9,Virginia,ACC (Coastal),5,7,.417,4,4,.500,15.1,17.8,-2.50,0.42,,,,,2006
11,10,Miami (FL),ACC (Coastal),7,6,.538,3,5,.375,19.6,15.5,3.02,0.40,12,12,,,2006
12,11,North Carolina,ACC (Coastal),3,9,.250,2,6,.250,18.0,30.5,-7.54,2.46,,,,,2006
13,12,Duke,ACC (Coastal),0,12,.000,0,8,.000,14.9,33.8,-14.98,2.36,,,,,2006
14,13,Nebraska,Big 12 (North),9,5,.643,6,2,.750,30.6,18.3,8.92,1.99,20,17,,,2006
15,14,Missouri,Big 12 (North),8,5,.615,4,4,.500,30.1,19.5,8.15,-0.09,,19,,,2006
16,15,Kansas State,Big 12 (North),7,6,.538,4,4,.500,22.8,23.8,-0.07,1.32,,,,,2006
17,16,Kansas,Big 12 (North),6,6,.500,3,5,.375,29.0,25.5,0.53,-1.64,,,,,2006
18,17,Colorado,Big 12 (North),2,10,.167,2,6,.250,16.3,22.3,-6.18,0.99,,,,,2006
19,18,Iowa State,Big 12 (North),4,8,.333,1,7,.125,18.8,30.8,-9.91,0.17,,,,,2006
20,19,Oklahoma,Big 12 (South),11,3,.786,7,1,.875,30.3,17.3,12.75,2.83,10,7,11,,2006
21,20,Texas,Big 12 (South),10,3,.769,6,2,.750,35.9,18.3,12.18,0.57,3,2,13,,2006
22,21,Texas A&M,Big 12 (South),9,4,.692,5,3,.625,27.8,20.5,6.53,0.99,,21,,,2006
23,22,Texas Tech,Big 12 (South),8,5,.615,4,4,.500,32.5,25.1,4.20,0.43,25,24,,,2006
24,23,Oklahoma State,Big 12 (South),7,6,.538,3,5,.375,35.2,25.6,6.04,1.12,,,,,2006
25,24,Baylor,Big 12 (South),4,8,.333,3,5,.375,23.6,32.6,-4.62,1.88,,,,,2006
26,25,Louisville,Big East,12,1,.923,6,1,.857,37.8,16.3,19.94,2.94,13,3,6,,2006
27,26,Rutgers,Big East,11,2,.846,5,2,.714,29.8,14.3,12.88,1.11,,7,12,,2006
28,27,West Virginia,Big East,11,2,.846,5,2,.714,38.8,21.7,16.80,2.10,5,3,10,,2006
29,28,South Florida,Big East,9,4,.692,4,3,.571,23.0,16.9,5.94,0.25,,,,,2006
30,29,Cincinnati,Big East,8,5,.615,4,3,.571,21.1,19.6,5.29,3.29,,,,,2006
31,30,Pitt,Big East,6,6,.500,2,5,.286,31.8,22.8,4.57,1.23,,,,,2006
32,31,Connecticut,Big East,4,8,.333,1,6,.143,21.4,27.0,-3.02,3.48,,,,,2006
33,32,Syracuse,Big East,4,8,.333,1,6,.143,17.4,24.6,-2.08,4.34,,,,record adjusted to 0-8-0 by NCAA,2006
34,33,Ohio State,Big Ten,12,1,.923,8,0,1.000,34.6,12.8,18.76,2.07,1,1,2,,2006
35,34,Wisconsin,Big Ten,12,1,.923,7,1,.875,29.2,12.1,11.97,-2.88,,6,7,,2006
36,35,Michigan,Big Ten,11,2,.846,7,1,.875,29.2,15.9,16.66,4.35,14,2,8,,2006
37,36,Penn State,Big Ten,9,4,.692,5,3,.625,22.3,14.4,6.89,0.97,19,19,24,,2006
38,37,Purdue,Big Ten,8,6,.571,5,3,.625,26.0,26.7,-0.61,-0.68,,,,,2006
39,38,Minnesota,Big Ten,6,7,.462,3,5,.375,28.9,26.0,1.45,1.84,,,,,2006
40,39,Indiana,Big Ten,5,7,.417,3,5,.375,23.1,32.8,-3.53,1.05,,,,,2006
41,40,Iowa,Big Ten,6,7,.462,2,6,.250,23.8,20.7,1.86,0.93,16,13,,,2006
42,41,Northwestern,Big Ten,4,8,.333,2,6,.250,16.5,26.2,-7.39,0.11,,,,,2006
43,42,Michigan State,Big Ten,4,8,.333,1,7,.125,25.2,28.4,-3.14,1.11,,,,,2006
44,43,Illinois,Big Ten,2,10,.167,1,7,.125,19.6,26.8,-5.87,1.13,,,,,2006
45,44,Southern Mississippi,CUSA (East),9,5,.643,6,2,.750,25.4,18.6,3.65,-1.49,,,,,2006
46,45,East Carolina,CUSA (East),7,6,.538,5,3,.625,21.5,20.8,-0.60,-1.06,,,,,2006
47,46,Marshall,CUSA (East),5,7,.417,4,4,.500,25.9,29.3,-4.98,-2.57,,,,,2006
48,47,UCF,CUSA (East),4,8,.333,3,5,.375,19.3,28.8,-7.16,-1.24,,,,,2006
49,48,UAB,CUSA (East),3,9,.250,2,6,.250,18.8,24.8,-7.28,-1.61,,,,,2006
50,49,Memphis,CUSA (East),2,10,.167,1,7,.125,23.4,30.4,-10.33,-2.67,,,,,2006
51,50,Houston,CUSA (West),10,4,.714,7,1,.875,33.0,23.5,5.40,-2.89,,,,,2006
52,51,Rice,CUSA (West),7,6,.538,6,2,.750,26.9,33.2,-3.89,-1.35,,,,,2006
53,52,Tulsa,CUSA (West),8,5,.615,5,3,.625,27.7,20.2,2.64,-3.13,,,,,2006
54,53,SMU,CUSA (West),6,6,.500,4,4,.500,27.1,24.5,-5.13,-5.55,,,,,2006
55,54,UTEP,CUSA (West),5,7,.417,3,5,.375,27.3,31.3,-7.78,-4.20,,,,,2006
56,55,Tulane,CUSA (West),4,8,.333,2,6,.250,18.7,33.3,-9.91,0.09,,,,,2006
57,56,Notre Dame,Ind,10,3,.769,,,,31.0,23.8,11.32,3.56,2,2,17,,2006
58,57,Navy,Ind,9,4,.692,,,,28.2,20.1,2.58,-4.42,,,,,2006
59,58,Army,Ind,3,9,.250,,,,19.3,27.9,-11.37,-2.79,,,,,2006
60,59,Temple,Ind,1,11,.083,,,,10.9,41.3,-17.90,-0.40,,,,,2006
61,60,Ohio,MAC (East),9,5,.643,7,1,.875,19.7,18.1,-4.89,-6.03,,,,,2006
62,61,Kent State,MAC (East),6,6,.500,5,3,.625,17.8,20.1,-10.47,-9.14,,,,,2006
63,62,Akron,MAC (East),5,7,.417,3,5,.375,19.7,22.6,-9.70,-6.70,,,,,2006
64,63,Bowling Green,MAC (East),4,8,.333,3,5,.375,19.5,28.3,-14.87,-7.37,,,,,2006
65,64,Miami (OH),MAC (East),2,10,.167,2,6,.250,18.5,25.3,-13.85,-6.02,,,,,2006
66,65,Buffalo,MAC (East),2,10,.167,1,7,.125,18.3,35.9,-16.89,-3.48,,,,,2006
67,66,Central Michigan,MAC (West),10,4,.714,7,1,.875,29.7,22.3,2.35,-5.15,,,,,2006
68,67,Western Michigan,MAC (West),8,5,.615,6,2,.750,23.0,19.9,-2.77,-5.77,,,,,2006
69,68,Northern Illinois,MAC (West),7,6,.538,5,3,.625,25.5,21.2,-2.33,-5.79,,,,,2006
70,69,Ball State,MAC (West),5,7,.417,5,3,.625,27.2,25.8,-5.52,-6.43,,,,,2006
71,70,Toledo,MAC (West),5,7,.417,3,5,.375,23.4,27.7,-10.99,-6.91,,,,,2006
72,71,Eastern Michigan,MAC (West),1,11,.083,1,7,.125,13.9,26.8,-17.60,-5.43,,,,,2006
73,72,BYU,MWC,11,2,.846,8,0,1.000,36.8,14.7,15.21,-1.33,,16,16,,2006
74,73,Texas Christian,MWC,11,2,.846,6,2,.750,29.2,12.3,9.27,-3.88,22,16,22,,2006
75,74,Utah,MWC,8,5,.615,5,3,.625,27.9,19.8,3.32,-1.61,,,,,2006
76,75,Wyoming,MWC,6,6,.500,5,3,.625,21.5,22.0,-0.41,-1.33,,,,,2006
77,76,New Mexico,MWC,6,7,.462,4,4,.500,21.8,24.0,-3.75,-2.29,,,,,2006
78,77,Air Force,MWC,4,8,.333,3,5,.375,23.3,25.2,-2.94,0.81,,,,,2006
79,78,San Diego State,MWC,3,9,.250,3,5,.375,14.2,27.1,-11.03,-1.03,,,,,2006
80,79,Colorado State,MWC,4,8,.333,1,7,.125,16.8,21.9,-7.43,-2.34,,,,,2006
81,80,Nevada-Las Vegas,MWC,2,10,.167,1,7,.125,19.8,31.8,-12.14,-0.89,,,,,2006
82,81,USC,Pac-10,11,2,.846,7,2,.778,30.5,15.2,20.36,7.90,6,2,4,,2006
83,82,California,Pac-10,10,3,.769,7,2,.778,32.8,19.3,16.36,4.74,9,8,14,,2006
84,83,Oregon State,Pac-10,10,4,.714,6,3,.667,27.8,22.2,9.67,4.88,,21,21,,2006
85,84,UCLA,Pac-10,7,6,.538,5,4,.556,23.0,19.9,8.71,6.25,,,,,2006
86,85,Arizona State,Pac-10,7,6,.538,4,5,.444,26.8,25.1,6.28,4.43,24,22,,,2006
87,86,Oregon,Pac-10,7,6,.538,4,5,.444,29.5,26.5,5.94,5.55,21,11,,,2006
88,87,Arizona,Pac-10,6,6,.500,4,5,.444,16.6,19.6,5.84,7.01,,,,,2006
89,88,Washington State,Pac-10,6,6,.500,4,5,.444,24.6,23.1,5.81,5.40,,25,,,2006
90,89,Washington,Pac-10,5,7,.417,3,6,.333,21.8,25.9,2.81,6.39,,,,,2006
91,90,Stanford,Pac-10,1,11,.083,1,8,.111,10.6,31.4,-8.73,7.93,,,,,2006
92,91,Florida,SEC (East),13,1,.929,7,1,.875,29.7,13.5,19.66,6.95,7,1,1,,2006
93,92,Tennessee,SEC (East),9,4,.692,5,3,.625,27.8,19.5,14.15,6.92,23,7,25,,2006
94,93,Georgia,SEC (East),9,4,.692,4,4,.500,25.2,17.6,10.21,3.75,15,9,23,,2006
95,94,Kentucky,SEC (East),8,5,.615,4,4,.500,26.7,28.4,6.65,5.88,,,,,2006
96,95,South Carolina,SEC (East),8,5,.615,3,5,.375,26.6,18.7,9.67,4.75,,,,,2006
97,96,Vanderbilt,SEC (East),4,8,.333,1,7,.125,22.0,23.7,1.17,3.67,,,,,2006
98,97,Arkansas,SEC (West),10,4,.714,7,1,.875,28.9,18.3,13.12,5.05,,5,15,,2006
99,98,Auburn,SEC (West),11,2,.846,6,2,.750,24.8,13.9,13.51,3.81,4,2,9,,2006
100,99,LSU,SEC (West),11,2,.846,6,2,.750,33.7,12.6,18.86,4.78,8,3,3,,2006
101,100,Alabama,SEC (West),6,7,.462,2,6,.250,22.9,19.2,5.64,4.03,,,,record adjusted to 0-7-0 by NCAA,2006
102,101,Ole Miss,SEC (West),4,8,.333,2,6,.250,15.7,22.9,-1.74,4.59,,,,,2006
103,102,Mississippi State,SEC (West),3,9,.250,1,7,.125,18.4,25.8,-2.64,4.86,,,,,2006
104,103,Troy,Sun Belt,8,5,.615,6,1,.857,22.8,22.2,-3.44,-5.97,,,,,2006
105,104,Middle Tennessee State,Sun Belt,7,6,.538,6,1,.857,22.8,23.2,-1.87,-3.25,,,,,2006
106,105,Arkansas State,Sun Belt,6,6,.500,4,3,.571,15.2,24.1,-11.13,-5.88,,,,record adjusted to 0-6-0 by NCAA,2006
107,106,Florida Atlantic,Sun Belt,5,7,.417,4,3,.571,15.1,24.9,-8.67,-4.92,,,,,2006
108,107,Louisiana,Sun Belt,6,6,.500,3,4,.429,20.7,24.7,-7.72,-5.89,,,,,2006
109,108,Louisiana-Monroe,Sun Belt,4,8,.333,3,4,.429,21.8,22.3,-6.28,-4.95,,,,,2006
110,109,North Texas,Sun Belt,3,9,.250,2,5,.286,12.8,25.3,-16.06,-6.15,,,,,2006
111,110,Florida International,Sun Belt,0,12,.000,0,7,.000,9.6,26.1,-19.23,-4.39,,,,,2006
112,111,Boise State,WAC,13,0,1.000,8,0,1.000,39.7,17.6,14.65,-2.58,,5,5,,2006
113,112,Hawaii,WAC,11,3,.786,7,1,.875,46.9,24.1,10.71,-3.29,,24,,,2006
114,113,San Jose State,WAC,9,4,.692,5,3,.625,24.9,20.8,-0.49,-4.95,,,,,2006
115,114,Nevada,WAC,8,5,.615,5,3,.625,30.1,19.2,3.45,-3.70,,,,,2006
116,115,Fresno State,WAC,4,8,.333,4,4,.500,23.0,28.3,-5.76,-0.09,,,,,2006
117,116,Idaho,WAC,4,8,.333,3,5,.375,16.9,34.8,-11.37,-1.71,,,,,2006
118,117,New Mexico State,WAC,4,8,.333,2,6,.250,31.2,30.8,-6.30,-5.55,,,,,2006
119,118,Louisiana Tech,WAC,3,10,.231,1,7,.125,18.6,41.7,-15.40,-1.63,,,,,2006
120,119,Utah State,WAC,1,11,.083,1,7,.125,10.8,38.5,-16.52,1.73,,,,,2006
1,1,Boston College,ACC (Atlantic),11,3,.786,6,2,.750,28.3,20.4,9.75,1.54,,2,10,,2007
2,2,Clemson,ACC (Atlantic),9,4,.692,5,3,.625,33.1,18.7,11.40,1.71,,13,21,,2007
3,3,Wake Forest,ACC (Atlantic),9,4,.692,5,3,.625,27.8,22.2,7.07,1.22,,21,,,2007
4,4,Florida State,ACC (Atlantic),7,6,.538,4,4,.500,23.3,22.9,5.02,4.33,19,19,,record adjusted to 0-6-0 by NCAA,2007
5,5,Maryland,ACC (Atlantic),6,7,.462,3,5,.375,24.1,21.5,4.31,3.15,,,,,2007
6,6,North Carolina State,ACC (Atlantic),5,7,.417,3,5,.375,20.8,28.3,-3.13,2.96,,,,,2007
7,7,Virginia Tech,ACC (Coastal),11,3,.786,7,1,.875,28.7,16.1,14.22,2.86,9,5,9,,2007
8,8,Virginia,ACC (Coastal),9,4,.692,6,2,.750,24.4,19.7,5.89,1.66,,16,,,2007
9,9,Georgia Tech,ACC (Coastal),7,6,.538,4,4,.500,26.2,20.8,3.94,1.24,,15,,,2007
